target_date,locked_through,active_methods,router_status,router_rule,baseline_pairs,router_pairs,baseline_xien_capital_vnd,router_capital_vnd,router_saving_vnd,baseline_xien_pnl_vnd,router_pnl_vnd,normalizer_status,baseline_points_by_code,shadow_points_by_code,baseline_lo_capital_vnd,shadow_lo_capital_vnd,normalizer_saving_vnd,baseline_lo_pnl_vnd,normalized_lo_pnl_vnd,settlement_status
2026-07-13,2026-07-12,X2,SAME_AS_BASELINE,KEEP_CANONICAL_ALL_PAIRS,54-45,54-45,100000,100000,0,,,NOT_APPLICABLE_NOT_TRIPLE_PASS,"{""45"":50,""54"":50}","{""45"":50,""54"":50}",2300000,2300000,0,,,PENDING_RESULT
